meeting	sequence	date	type	speaker	statement	newcode	mem_num
201612	1334	2016-12-14	meeting	KAPLAN	Because this aspect of trade is very critical to US competitiveness, we’ll continue to focus heavily on it.	13.0	110.0
201612	1335	2016-12-14	meeting	KAPLAN	Regarding immigration, we estimate that the United States is home to more immigrants from Mexico than any other nation, by our count approximately 12 million.	13.0	110.0
201612	1336	2016-12-14	meeting	KAPLAN	Mexican-born immigrants account for approximately 27 percent of all immigrants living in the United States and 55 percent of immigrants living in Texas.	13.0	110.0
201612	1337	2016-12-14	meeting	KAPLAN	Our research suggests that over the past two years, net immigration flows to the United States from Mexico have basically been close to zero.	13.0	110.0
201612	1338	2016-12-14	meeting	KAPLAN	Some people think those estimates are wrong, that they’ve been running negative.	13.0	110.0
201612	1339	2016-12-14	meeting	KAPLAN	And the reasons for that are improved economic conditions in Mexico, industrial reform, creation of a beefed-up social safety net, and smaller family size.	13.0	110.0
201612	1340	2016-12-14	meeting	KAPLAN	We estimate that immigrants generally and their children have made up a substantial portion—in our estimation, more than 50 percent—of the growth in the US labor force over the past 20 years.	13.0	110.0
201612	1341	2016-12-14	meeting	KAPLAN	Let me stop there.	13.0	110.0
201612	1342	2016-12-14	meeting	KAPLAN	Thank you, Madam Chair.	13.0	110.0
201612	1343	2016-12-14	meeting	YELLEN	Thank you very much.	13.0	65.0
201612	1344	2016-12-14	meeting	YELLEN	President Harker.	13.0	65.0
201612	1345	2016-12-14	meeting	HARKER	Thank you, Madam Chair.	13.0	999.0
201612	1346	2016-12-14	meeting	HARKER	Over the intermeeting period, overall economic activity in the Third District continued to grow slowly but steadily, with employment barely increasing over the three months ending in October.	13.0	999.0
201612	1347	2016-12-14	meeting	HARKER	This recent behavior represents a significant departure from the region’s 0.7 percent trend growth rate.	13.0	999.0
201612	1348	2016-12-14	meeting	HARKER	A number of areas, such as Atlantic City, Vineland, and Allentown, have experienced contractions in employment this year, while some areas, such as metro Philadelphia, Altoona, and Ocean City, have seen employment growth rates in excess of 2 percent.	13.0	999.0
201612	1349	2016-12-14	meeting	HARKER	However, the recent slowdown in labor market growth has produced an unemployment rate of 5.5 percent for the region, almost a full percentage point higher than at the beginning of the year.	13.0	999.0
201612	1350	2016-12-14	meeting	HARKER	The increase in the unemployment rate is due to the loss of 90,000 jobs in the household survey, which represents job losses more consistent with the recession and, frankly, is at odds with the continued upward trend in employment reported in the establishment survey.	13.0	999.0
201612	1351	2016-12-14	meeting	HARKER	Additionally, the behavior of new claims for unemployment insurance is more consistent with employment growth.	13.0	999.0
201612	1352	2016-12-14	meeting	HARKER	The most recent household labor market data are a bit of a puzzle.	13.0	999.0
201612	1353	2016-12-14	meeting	HARKER	Needless to say, we will be monitoring developments in the region’s labor markets quite closely.	13.0	999.0
201612	1354	2016-12-14	meeting	HARKER	Employment aside, other economic indicators point to slow-to-modest economic growth and an optimistic outlook among consumers and firms.	13.0	999.0
201612	1355	2016-12-14	meeting	HARKER	Our manufacturing survey, due out this Thursday morning, remained in positive territory for the fifth straight month.	13.0	999.0
201612	1356	2016-12-14	meeting	HARKER	The current index increased from 7.6 to 21.5, well above its nonrecessionary average of 9.7.	13.0	999.0
201612	1357	2016-12-14	meeting	HARKER	In addition, respondents appear to be quite optimistic, with the future activity index jumping more than 23 points, from 29.3 to 52.6.	13.0	999.0
201612	1358	2016-12-14	meeting	HARKER	One contact summarized the mood in the business community as one of “awkward optimism”—I love the phrase—reflecting the hopes for a new Administration while recognizing the potential risks due to the presidential transition.	13.0	999.0
201612	1359	2016-12-14	meeting	HARKER	Growth in consumer activity remains modest, and construction spending, both residential and nonresidential, is up on the year.	13.0	999.0
201612	1360	2016-12-14	meeting	HARKER	In our region, multifamily starts are approaching the level of single-family starts, which from a historical perspective is quite unusual and very different from national housing behavior.	13.0	999.0
201612	1361	2016-12-14	meeting	HARKER	Looking ahead, we continue to forecast an acceleration of economic growth for the region in 2017.	13.0	999.0
201612	1362	2016-12-14	meeting	HARKER	On the nation as a whole, even though I did not incorporate any effects due to a change in fiscal policy, my economic outlook differs little from the staff’s.	13.0	999.0
201612	1363	2016-12-14	meeting	HARKER	The uncertainty surrounding the path of fiscal policy makes forecasting especially challenging.	13.0	999.0
201612	1364	2016-12-14	meeting	HARKER	I appreciate the staff’s efforts in taking a stand on proposed fiscal stimulus, but my own view is that the uncertainty about what might actually be implemented is high enough that I am not ready to make a major change to my outlook.	13.0	999.0
201612	1365	2016-12-14	meeting	HARKER	That said, I do think it is more likely than not that some stimulus will be forthcoming, so the risk to my forecast is weighted to the upside.	13.0	999.0
201612	1366	2016-12-14	meeting	HARKER	My forecast calls for real GDP to grow at 2.3 percent in 2017 and then 2.1 percent in 2018 and ’19.	13.0	999.0
201612	1367	2016-12-14	meeting	HARKER	The labor market continues to strengthen, and the unemployment rate edges down to 4.4 percent by the end of 2017 and then remains close to that level through 2019.	13.0	999.0
201612	1368	2016-12-14	meeting	HARKER	Headline and core PCE inflation move up to the 2 percent target in 2018 but do not really overshoot in 2019.	13.0	999.0
201612	1369	2016-12-14	meeting	HARKER	The forecasts that I put the most weight on have acceptable outcomes for inflation and unemployment over the medium term together with an underlying policy rate path that calls for a bit less than 100 basis points per year in funds rate increases.	13.0	999.0
201612	1370	2016-12-14	meeting	HARKER	Taking a forecast-targeting approach, my outlook calls for the funds rate to rise 75 basis points in 2017, which is one less rate hike than in my previous submission, and then about 100 basis points in each of the next two years.	13.0	999.0
201612	1371	2016-12-14	meeting	HARKER	But, like the staff, my modal outlook for real GDP growth is far from robust.	13.0	999.0
201612	1372	2016-12-14	meeting	HARKER	It appears that both of our forecasts are influenced by a somewhat discouraging view of longer-term growth, and there are fundamental reasons to take this view.	13.0	999.0
201612	1373	2016-12-14	meeting	HARKER	Simply put, we—present company excluded—are getting older.	13.0	999.0
201612	1374	2016-12-14	meeting	HARKER	It seems that at each successive policy briefing, I learn a different way that demographics are reshaping the economy—their effects on labor force participation, their effects on real interest rates, and their effects on economic growth.	13.0	999.0
201612	1375	2016-12-14	meeting	HARKER	Preliminary work by a member of my staff has pointed out that the decline in labor market fluidity, as measured by the gross job relocation rate, may be an important driver in declining productivity growth.	13.0	999.0
201612	1376	2016-12-14	meeting	HARKER	This decrease in fluidity is largely driven by demographic factors, with both the aging of firms and the aging of workers playing a role.	13.0	999.0
201612	1377	2016-12-14	meeting	HARKER	Indeed, as some recent research at the New York Federal Reserve indicates, the two factors may be related, because with the aging of the workforce and fewer workers entering the labor market, employment costs rise, and it becomes less desirable for new firms to enter.	13.0	999.0
201612	1378	2016-12-14	meeting	HARKER	Because new firms tend to have higher productivity, the aging of the distribution of firms can lead to lower productivity.	13.0	999.0
201612	1379	2016-12-14	meeting	HARKER	Further, Ryan Decker of the Board staff estimates that productivity would be 2 percentage points per year higher in the dynamic high-tech sector if firms had expanded in line with their productivity at the same rate as they did pre-2000.	13.0	999.0
201612	1380	2016-12-14	meeting	HARKER	If the trending decline in fluidity continues, then we may be in for a period of prolonged low productivity growth that will affect the trajectory of future monetary policy.	13.0	999.0
201612	1381	2016-12-14	meeting	HARKER	Thank you, Madam Chair.	13.0	999.0
201612	1382	2016-12-14	meeting	YELLEN	Thank you very much.	13.0	65.0
201612	1383	2016-12-14	meeting	YELLEN	President Mester.	13.0	65.0
201612	1384	2016-12-14	meeting	MESTER	Thank you, Madam Chair.	13.0	999.0
201612	1385	2016-12-14	meeting	MESTER	Overall, the Fourth District economy continues to expand at a moderate pace.	13.0	999.0
201612	1386	2016-12-14	meeting	MESTER	District contacts report largely stable economic conditions at this time.	13.0	999.0
201612	1387	2016-12-14	meeting	MESTER	The Bank’s diffusion index of business contacts reporting better versus worse conditions moved up from -6 at the time of our previous meeting to 0 and has been hovering around this level since midyear.	13.0	999.0
201612	1388	2016-12-14	meeting	MESTER	Last Thursday we held a joint meeting of the Cleveland, Pittsburgh, and Cincinnati boards, and I want to thank Governor Brainard and Eric Belsky for participating in a discussion of outreach efforts at the Cleveland Bank and at the System at large.	13.0	999.0
201612	1389	2016-12-14	meeting	MESTER	We found that to be a very productive discussion.	13.0	999.0
201612	1390	2016-12-14	meeting	MESTER	In the subsequent discussion of economic conditions, many directors expressed uncertainty about the likely effects of the election on their own businesses.	13.0	999.0
201612	1391	2016-12-14	meeting	MESTER	The bankers reported an increase in business sentiment among their customers, but a national labor leader on our Cincinnati Branch board noted that the employers they deal with are now less optimistic.	13.0	999.0
201612	1392	2016-12-14	meeting	MESTER	A national retail space real estate developer expressed some concerns about the large number of CMBS deals that were made in 2007 and are coming up for refinancing.	13.0	999.0
201612	1393	2016-12-14	meeting	MESTER	Many of these deals were significantly leveraged, so some developers may run into trouble refinancing, in light of the new rules on risk retention and tighter underwriting standards by lenders.	13.0	999.0
201612	1394	2016-12-14	meeting	MESTER	District labor market conditions continue to strengthen.	13.0	999.0
201612	1395	2016-12-14	meeting	MESTER	The Cleveland Federal Reserve staff estimates that year-over-year growth in payrolls has edged down to 0.8 percent in November, but this pace is above their estimate of the District’s trend growth rate of about 0.25 percent, which is well below the trend growth rate of the nation and reflects the region’s low population growth and the aging of its population.	13.0	999.0
201612	1396	2016-12-14	meeting	MESTER	The District’s unemployment rate has remained around 5 percent all year.	13.0	999.0
201612	1397	2016-12-14	meeting	MESTER	Responses from Fourth District contacts to the System’s special questions on hiring and wages were in line with those from the other Districts.	13.0	999.0
201612	1398	2016-12-14	meeting	MESTER	Firms in the region continued to hire with relatively little change in hiring plans since last November’s survey.	13.0	999.0
201612	1399	2016-12-14	meeting	MESTER	Compared with 63 percent in last year’s survey, 70 percent of respondents reported they were increasing wages to attract workers in either most or some job categories.	13.0	999.0
201612	1400	2016-12-14	meeting	MESTER	Anecdotal reports indicate that firms are still having trouble hiring workers in several job categories, including construction and information technology.	13.0	999.0
201612	1401	2016-12-14	meeting	MESTER	Inflation pressures in the District appear contained, but some firms report they are increasing prices after several years of stability.	13.0	999.0
201612	1402	2016-12-14	meeting	MESTER	A director who heads a large national paint and coatings company reported that in December, for the first time in four years, the firm increased prices 4 percent to cover rising labor and real estate costs.	13.0	999.0
201612	1403	2016-12-14	meeting	MESTER	He said there had been no pushback from customers.	13.0	999.0
201612	1404	2016-12-14	meeting	MESTER	Regarding the national economy, real GDP growth has picked up in the second half of the year, as anticipated.	13.0	999.0
201612	1405	2016-12-14	meeting	MESTER	Labor market conditions have continued to strengthen, and inflation indicators and several measures of inflation expectations have moved up since our previous meeting.	13.0	999.0
201612	1406	2016-12-14	meeting	MESTER	The prospects for some changes to fiscal and other economic policies—such as infrastructure spending, tax code changes, immigration policy, trade policy, and regulatory change—increased, but the form any policy changes will take, the timing of passage, and the timing and size of the effects are very uncertain at this point.	13.0	999.0
201612	1407	2016-12-14	meeting	MESTER	The Tealbook baseline assumptions about fiscal stimulus seem plausible to me, but the package could be larger or smaller, and its design will be an important factor in assessing the expected effect on the medium-run outlook.	13.0	999.0
201612	1408	2016-12-14	meeting	MESTER	Will fiscal policy changes be formulated in a manner that merely gives a temporary boost to aggregate demand to be financed by deficit spending—a development that would not be beneficial to the economy over the medium to longer run?	13.0	999.0
201612	1409	2016-12-14	meeting	MESTER	Or, instead, will the policy changes aim to increase productivity growth, which would be very beneficial if the policy changes actually achieve that goal?	13.0	999.0
201612	1410	2016-12-14	meeting	MESTER	We have few details at this point, so in putting together my SEP submission, like the Tealbook, I have incorporated a modest increase in output growth and inflation in 2018 due to fiscal policy effects.	13.0	999.0
201612	1411	2016-12-14	meeting	MESTER	Policies that constrain immigration and trade would have negative effects for the US economy over the medium and longer run, but I have not incorporated these into my projections at this point.	13.0	999.0
201612	1412	2016-12-14	meeting	MESTER	So fiscal and other potential economic policies impart both upside and downside risks to my forecast.	13.0	999.0
201612	1413	2016-12-14	meeting	MESTER	The prospect of a larger fiscal package than I assumed poses upside risks to output growth and inflation, especially if monetary policy does not appropriately respond.	13.0	999.0
201612	1414	2016-12-14	meeting	MESTER	A smaller package poses some downside risks, especially because financial market participants appear to be anticipating fairly large effects and could be disappointed.	13.0	999.0
201612	1415	2016-12-14	meeting	MESTER	As more details about forthcoming policy changes come in, we will have a better sense of their implications and can adjust our forecast.	13.0	999.0
201612	1416	2016-12-14	meeting	MESTER	At this point, overall, my outlook for the US economy over the medium run hasn’t changed much since our previous meeting or since our September SEP submission.	13.0	999.0
201612	1417	2016-12-14	meeting	MESTER	I see the fundamentals—including accommodative monetary policy and financial conditions, improved household balance sheets, the strong labor market, and modestly more stimulative fiscal policy—as supportive of GDP growth over the forecast horizon at a pace at or slightly above its trend pace, which I estimate at 2 percent.	13.0	999.0
201612	1418	2016-12-14	meeting	MESTER	This pace is sufficient to put downward pressure on the unemployment rate, which stays below my longer-run rate of 5 percent over the forecast horizon.	13.0	999.0
201612	1419	2016-12-14	meeting	MESTER	I anticipate that inflation will move up to 2 percent in early 2018, reflecting stable inflation expectations, continued strengthening of labor market conditions, and ongoing economic growth.	13.0	999.0
201612	1420	2016-12-14	meeting	MESTER	In light of my outlook, I believe it will be appropriate for the federal funds rate to move up over the forecast horizon.	13.0	999.0
201612	1421	2016-12-14	meeting	MESTER	My trajectory is a bit steeper than in my September SEP submission, because the funds rate at the end of 2016 will be lower than I projected in September and because, compared with September, I am projecting slightly higher output growth and inflation and a somewhat lower unemployment rate over the forecast horizon.	13.0	999.0
201612	1422	2016-12-14	meeting	MESTER	I now assume that the funds rate will end 2019 at a level slightly higher than my longer-run estimate of 3 percent.	13.0	999.0
201612	1423	2016-12-14	meeting	MESTER	But, admittedly, there is considerable uncertainty regarding this policy rate path, in view of the uncertainty associated with the forecast and the types of shocks that will invariably hit the economy over the forecast horizon.	13.0	999.0
201612	1424	2016-12-14	meeting	MESTER	On its external website, the Cleveland Reserve Bank now publishes a set of simple monetary policy rules, the outcomes of these rules across alternative forecasts, and a tool for computing rule outcomes on the basis of the user’s own forecast.	13.0	999.0
201612	1425	2016-12-14	meeting	MESTER	Looking at the rules, one can see there is quite a bit of variation in what the rules prescribe.	13.0	999.0
201612	1426	2016-12-14	meeting	MESTER	But the median path across the rules is steeper than the median path in the SEP.	13.0	999.0
201612	1427	2016-12-14	meeting	MESTER	My policy rate path is similar to the outcome from the inertial Taylor rule from our set of rules.	13.0	999.0
201612	1428	2016-12-14	meeting	MESTER	My path is a bit steeper than in the Tealbook, in part because I see somewhat greater inflation pressures.	13.0	999.0
201612	1429	2016-12-14	meeting	MESTER	As a result, my policy rate path results in somewhat less undershooting of the unemployment rate of its longer-run estimate compared with the Tealbook.	13.0	999.0
201612	1430	2016-12-14	meeting	MESTER	I see broadly balanced risks associated with my outlook, but I believe we need to remain very open to the considerable possibility that the economy will evolve differently from what we currently anticipate.	13.0	999.0
201612	1431	2016-12-14	meeting	MESTER	I was struck over the intermeeting period by how sharply financial conditions and consumer and business sentiment changed.	13.0	999.0
201612	1432	2016-12-14	meeting	MESTER	The National Federation of Independent Business survey results, which are embargoed until Tuesday, suggest there was a significant increase in confidence among small businesses since the election.	13.0	999.0
201612	1433	2016-12-14	meeting	MESTER	Apparently, financial market participants and business leaders are expecting very beneficial changes to fiscal and other economic policies.	13.0	999.0
201612	1434	2016-12-14	meeting	MESTER	I found the Board staff’s memo on this to be quite helpful.	13.0	999.0
201612	1435	2016-12-14	meeting	MESTER	It could be that these expectations will be borne out, but at this point they seem to be skewed toward putting too much weight on very positive outcomes and too little weight on poor outcomes, especially as we have few details on the actual proposed policy changes.	13.0	999.0
201612	1436	2016-12-14	meeting	MESTER	On the other hand, I have always put more weight on fundamentals driving the economy and on these fundamentals driving sentiment.	13.0	999.0
201612	1437	2016-12-14	meeting	MESTER	But maybe I have been underestimating the effect that animal spirits or sentiment can have, independent of fundamentals like policy.	13.0	999.0
201612	1438	2016-12-14	meeting	MESTER	We’ve been somewhat puzzled by the low levels of business investment and productivity growth, against the background of the accommodative financial conditions we have had for quite some time.	13.0	999.0
201612	1439	2016-12-14	meeting	MESTER	Perhaps now better sentiment will spur renewed investment.	13.0	999.0
201612	1440	2016-12-14	meeting	MESTER	Of course, this possibility also raises the uncomfortable notion that there may be some truth to the skeptics’s argument that keeping interest rates as low as we have for as long as we have has sent a negative signal about the economy, which has hurt business, investor, and consumer confidence, thus creating a negative headwind.	13.0	999.0
201612	1441	2016-12-14	meeting	MESTER	Recent developments suggest we may need to consider this, as well as the implications it would have for both our policy rate path and our communications.	13.0	999.0
201612	1442	2016-12-14	meeting	MESTER	Thank you, Madam Chair.	13.0	999.0
201612	1443	2016-12-14	meeting	YELLEN	Thank you very much.	13.0	65.0
201612	1444	2016-12-14	meeting	YELLEN	President Lacker.	13.0	65.0
201612	1445	2016-12-14	meeting	LACKER	Thank you, Madam Chair.	13.0	81.0
201612	1446	2016-12-14	meeting	LACKER	Our surveys of economic activity in the Fifth District have shown modest firming since the previous FOMC meeting.	13.0	81.0
201612	1447	2016-12-14	meeting	LACKER	Our composite manufacturing index was plus 4 in November, a notable increase from the negative numbers posted in the previous three months.	13.0	81.0
201612	1448	2016-12-14	meeting	LACKER	Preliminary figures for December—confidential until the 27th, please—show a reading of plus 6.	13.0	81.0
201612	1449	2016-12-14	meeting	LACKER	Service-sector activity also expanded more broadly since the previous meeting.	13.0	81.0
201612	1450	2016-12-14	meeting	LACKER	According to our survey, the revenue index for services was plus 3 in November and plus 8 according to the preliminary December results.	13.0	81.0
201612	1451	2016-12-14	meeting	LACKER	Numerous contacts reported a greater sense of optimism regarding the economic outlook since the election.	13.0	81.0
201612	1452	2016-12-14	meeting	LACKER	Some have used words like “exuberance” and “euphoria.”	13.0	81.0
201612	1453	2016-12-14	meeting	LACKER	An array of sources cited the prospect of changing or repealing regulations enacted in recent years as one source of optimism.	13.0	81.0
201612	1454	2016-12-14	meeting	LACKER	The new overtime rules were frequently cited, and firms that had gone through implementation reported cases of employees feeling insulted at being reclassified as hourly or just quitting outright.	13.0	81.0
201612	1455	2016-12-14	meeting	LACKER	Prospects for rollback of the ACA and EPA rules and for possible tax reform were also cited as contributing to greater optimism.	13.0	81.0
201612	1456	2016-12-14	meeting	LACKER	Several bank CEOs noted a flurry of borrowing requests.	13.0	81.0
201612	1457	2016-12-14	meeting	LACKER	They say that many customers had let investment demand build over the past few years and that the election seems to have released pent-up increases in planned capital spending.	13.0	81.0
201612	1458	2016-12-14	meeting	LACKER	Other contacts, however, noted the uncertainty surrounding the contours of upcoming policy changes, and one director called the euphoria “irrational.”	13.0	81.0
201612	1459	2016-12-14	meeting	LACKER	One utility industry executive from West Virginia said that some in the state were positively giddy about the prospect of their coal jobs coming back.	13.0	81.0
201612	1460	2016-12-14	meeting	LACKER	But he emphasized that while some near-term uptick in coal production in response to firming natural gas prices was possible, there was no way coal production was going to return to anything like previous levels.	13.0	81.0
201612	1461	2016-12-14	meeting	LACKER	And one director who’s the CEO of a large urban Goodwill said that clients at their workforce training centers—these are mostly in the hospitality and security occupations—have become more fearful as a result of the election.	13.0	81.0
201612	1462	2016-12-14	meeting	LACKER	Nonetheless, the overall tone of anecdotal comments from directors and roundtable participants was strikingly upbeat.	13.0	81.0
201612	1463	2016-12-14	meeting	LACKER	At the national level, the natural interpretation of the large increases in equity prices and bond yields since the election seems consistent with the general exuberance we’ve heard from around our District, namely an anticipation of tax reform or reduced regulatory burden.	13.0	81.0
201612	1464	2016-12-14	meeting	LACKER	I find it heartening that markets appear to be more or less discounting adverse economic effects from increased trade barriers, although some of our export-oriented manufacturers have expressed some worries about future trade policy.	13.0	81.0
201612	1465	2016-12-14	meeting	LACKER	Clearly, there’s a lot of uncertainty about just what’s coming down the pike by way of policy initiatives, but it seems prudent to build in at least some fiscal stimulus into the baseline forecast at this point, and for simplicity we followed the Tealbook’s approach of assuming a medium-sized personal tax cut in Q3.	13.0	81.0
201612	1466	2016-12-14	meeting	LACKER	Without that assumption, our forecast would have been little changed from our September SEP submission that showed real GDP growth slowing to its trend rate of about 1¾ percent.	13.0	81.0
201612	1467	2016-12-14	meeting	LACKER	With that assumption, GDP growth is ¼ percentage point higher next year but basically the same thereafter.	13.0	81.0
201612	1468	2016-12-14	meeting	LACKER	I agree with the notion that any productivity enhancements arising from the new policy environment are speculative at this point and likely to show up only over an extended horizon, so I’m not assuming any material supply-side effects for now.	13.0	81.0
201612	1469	2016-12-14	meeting	LACKER	The way things have played out since the election gives me a bit more confidence in the business investment forecast, however.	13.0	81.0
201612	1470	2016-12-14	meeting	LACKER	I think President Mester and others commented on this.	13.0	81.0
201612	1471	2016-12-14	meeting	LACKER	Since the beginning of the year, the Tealbook, like many others, myself included, has been projecting an imminent rebound in business fixed investment.	13.0	81.0
201612	1472	2016-12-14	meeting	LACKER	Instead, BFI has been disappointingly sluggish all year.	13.0	81.0
201612	1473	2016-12-14	meeting	LACKER	If the post- election response represents the release of pent-up business spending plans, then investment spending may have been held down before the election by firms’ apprehension about the election outcome and growing regulatory burdens.	13.0	81.0
201612	1474	2016-12-14	meeting	LACKER	If the current burst of optimism is to some extent sustained, then we are more likely to get the turnaround in BFI that we’d been hoping for.	13.0	81.0
201612	1475	2016-12-14	meeting	LACKER	My inflation projections are basically unchanged.	13.0	81.0
201612	1476	2016-12-14	meeting	LACKER	Core and overall inflation rates converge to 2 percent in about a year.	13.0	81.0
201612	1477	2016-12-14	meeting	LACKER	Achieving that outcome—that is, keeping the added fiscal stimulus from driving up inflation—is going to require tighter monetary policy.	13.0	81.0
201612	1478	2016-12-14	meeting	LACKER	I’m projecting the appropriate funds rate to rise more rapidly than I did in September.	13.0	81.0
201612	1479	2016-12-14	meeting	LACKER	We start from a lower base than I had projected for this month, and the net is the same rate at the end of next year as I wrote down in September, but a higher rate at the end of 2018.	13.0	81.0
201612	1480	2016-12-14	meeting	LACKER	For me, uncertainty about the economic outlook in the United States is greater than it was at the previous meeting.	13.0	81.0
201612	1481	2016-12-14	meeting	LACKER	Even though the direction might be clear, the range of possible fiscal and regulatory policy outcomes is fairly large.	13.0	81.0
201612	1482	2016-12-14	meeting	LACKER	It seems plausible that outcomes will not be quite as beneficial to economic growth and earnings as the move in equity values would imply.	13.0	81.0
201612	1483	2016-12-14	meeting	LACKER	So I think it’s worth taking the recent outbreak of exuberance with a few grains of salt.	13.0	81.0
201612	1484	2016-12-14	meeting	LACKER	On the other hand, inflation risks seem to be moving in the other direction.	13.0	81.0
201612	1485	2016-12-14	meeting	LACKER	Indeed, inflation compensation measures have risen significantly, as several have noted, and even more striking is the movement in the Kitsul–Wright probabilities of high and low inflation that are derived from options markets.	13.0	81.0
201612	1486	2016-12-14	meeting	LACKER	Since early October, the estimated probability of 10-year inflation being above 3 percent has risen from about 20 percent to about 40 percent, while the estimated probability of the 10-year inflation being below 1 percent has fallen from about 40 percent to about 20 percent.	13.0	81.0
201612	1487	2016-12-14	meeting	LACKER	We have also seen the 10-year Treasury security’s term premium move from negative territory to about zero.	13.0	81.0
201612	1488	2016-12-14	meeting	LACKER	This suggests that investors see less value in Treasuries as a hedge against deflation, and they’re becoming more concerned about the exposure of nominal Treasuries to the risk of inflation.	13.0	81.0
201612	1489	2016-12-14	meeting	LACKER	These developments could just reflect a dissipation of downside inflation risks and a return to the normalcy of a more symmetric inflation outlook.	13.0	81.0
201612	1490	2016-12-14	meeting	LACKER	At the same time, they could reflect market expectations that policy rates are not going to respond enough to prevent fiscal stimulus from pushing inflation higher.	13.0	81.0
201612	1491	2016-12-14	meeting	LACKER	For me, this implies we should seriously consider whether rate increases will be only gradual.	13.0	81.0
201612	1492	2016-12-14	meeting	LACKER	Finally, I have some comments about the undershooting memo, which I appreciated.	13.0	81.0
201612	1493	2016-12-14	meeting	LACKER	It’s noteworthy that the only episode identified of a soft landing is 1993–1995.	13.0	81.0
201612	1494	2016-12-14	meeting	LACKER	This episode is identified in narrative accounts of postwar US monetary policy as the first instance of preemptive rate increases since the beginning of the Great Inflation in the mid-’60s.	13.0	81.0
201612	1495	2016-12-14	meeting	LACKER	The FOMC raised the federal funds rate 300 basis points in one year.	13.0	81.0
201612	1496	2016-12-14	meeting	LACKER	I don’t expect we will need 300 basis points next year, but I suspect 50 won’t be enough.	13.0	81.0
201612	1497	2016-12-14	meeting	LACKER	These accounts give credit to our preemptive approach for stabilizing inflation expectations near 2 percent and ushering in the current era of relatively well-behaved, well-anchored inflation expectations.	13.0	81.0
201612	1498	2016-12-14	meeting	LACKER	This perspective reflects the extent to which our credibility—that is, expectations about monetary policy—is capable of varying over time.	13.0	81.0
201612	1499	2016-12-14	meeting	LACKER	And, in this regard, I wanted to comment on the discussion of the inflation process in the memo.	13.0	81.0
201612	1500	2016-12-14	meeting	LACKER	One could be forgiven for thinking of it as an exogenous technological phenomenon, but I know the staff appreciates that it’s endogenous.	13.0	81.0
201612	1501	2016-12-14	meeting	LACKER	Those parameters embed private-sector expectations about the conduct of policy in the future.	13.0	81.0
201612	1502	2016-12-14	meeting	LACKER	For me, the lesson I take from the undershooting memo is that we need to be careful not to miss the opportunity to be appropriately preemptive.	13.0	81.0
201612	1503	2016-12-14	meeting	LACKER	Thank you, Madam Chair.	13.0	81.0
201612	1504	2016-12-14	meeting	YELLEN	Thank you.	13.0	65.0
201612	1505	2016-12-14	meeting	YELLEN	President Kashkari.	13.0	65.0
201612	1506	2016-12-14	meeting	KASHKARI	Thank you, Madam Chair.	13.0	111.0
201612	1507	2016-12-14	meeting	KASHKARI	Moderate economic growth continues in the Ninth District.	13.0	111.0
201612	1508	2016-12-14	meeting	KASHKARI	Retail spending and housing construction have been especially strong.	13.0	111.0
201612	1509	2016-12-14	meeting	KASHKARI	The ag sector in 2016 has seen a record harvest year, and, not surprisingly, farmers are pessimistic about next year.	13.0	111.0
201612	1510	2016-12-14	meeting	KASHKARI	Employment continues to grow modestly despite continued poor labor availability.	13.0	111.0
201612	1511	2016-12-14	meeting	KASHKARI	Twin Cities’ daycare providers said that a lot of new families need daycare because they’re all going back to work.	13.0	111.0
201612	1512	2016-12-14	meeting	KASHKARI	Wages continue to see pressure, especially on the low end, but price pressures remain subdued.	13.0	111.0
201612	1513	2016-12-14	meeting	KASHKARI	Contacts point to strong online competition in retail, especially in flat food prices.	13.0	111.0
201612	1514	2016-12-14	meeting	KASHKARI	A large online retailer is expanding sharply in the Twin Cities.	13.0	111.0
201612	1515	2016-12-14	meeting	KASHKARI	Nationally, the moderate pace of expansion continues—solid consumption growth, but, as others have noted, investment remains worryingly weak.	13.0	111.0
201612	1516	2016-12-14	meeting	KASHKARI	Most important to me is looking at the unemployment situation.	13.0	111.0
201612	1517	2016-12-14	meeting	KASHKARI	As others have noted, the big drop in the headline unemployment rate is something I’m paying close attention to.	13.0	111.0
201612	1518	2016-12-14	meeting	KASHKARI	That sharp decline coupled with a tick down in labor force participation suggests that the labor market is tightening, and the big question is, “Are we there yet or is there more room to run?”	13.0	111.0
201612	1519	2016-12-14	meeting	KASHKARI	I think in future months we’ll see.	13.0	111.0
201612	1520	2016-12-14	meeting	KASHKARI	We’ll get more data to help determine whether or not this has really run its course.	13.0	111.0
201612	1521	2016-12-14	meeting	KASHKARI	There was welcome evidence of some pickup in productivity.	13.0	111.0
201612	1522	2016-12-14	meeting	KASHKARI	I hope that will continue after Q3.	13.0	111.0
201612	1523	2016-12-14	meeting	KASHKARI	In terms of inflation, there was no change to core inflation in the intermeeting period.	13.0	111.0
201612	1524	2016-12-14	meeting	KASHKARI	As others noted, 5-to-10-year-ahead TIPS inflation compensation has risen, continuing a rise that started midyear.	13.0	111.0
201612	1525	2016-12-14	meeting	KASHKARI	But let’s remind ourselves that this is still low by historical standards, as some others have noted.	13.0	111.0
201612	1526	2016-12-14	meeting	KASHKARI	The markets seem focused on a scenario that fiscal policy becomes more expansionary, which in turn drives up inflation, and oil prices have risen a bit.	13.0	111.0
